Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
4d371edd-ddf2-69bd-6a50-4ed18f95ed15,1989-01-11,,999-87-9690,S99959800,X86993545X,Mr.,Alfonzo975,,Kreiger457,,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,511 Turcotte Green,Wakefield,Massachusetts,Middlesex County,25017.0,1880,42.52581926141296,-71.0245933466355,6168.96,83804.08,8656
f67bad09-71df-72af-1d2f-9f9076a1f60f,1961-08-31,,999-44-6718,S99979155,X40328683X,Mr.,Elvin140,Bryce11,Pouros728,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,189 Bernier Terrace Unit 38,Duxbury,Massachusetts,Plymouth County,25023.0,2332,42.01223503368073,-70.73671335754956,75905.48,507203.13,948497
0faa1170-8a71-87a7-e9cb-f604c1ee2fa6,1948-01-24,1986-05-12,999-80-2779,S99978153,X86405012X,Mr.,Perry780,Jeremiah751,Robel940,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,823 West Passage,Fairhaven,Massachusetts,Bristol County,,0,41.617546665705305,-70.87125541269428,79626.79,28086.72,32514
85bea62b-27cf-f7d0-c1fd-b8273df2f15a,1976-10-17,,999-68-3128,S99934646,X25038293X,Mr.,Julian715,Edgar153,Hickle134,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,679 Shanahan Alley,Wakefield,Massachusetts,Middlesex County,25017.0,1880,42.48077044215719,-71.10952524833033,112259.26,31206.92,76833
bcdd278e-dd1b-1808-13e3-b0a35a168924,2022-09-20,,999-31-8836,,,,Elene949,,Feil794,,,,white,nonhispanic,F,Stoughton  Massachusetts  US,100 Kuphal Parade Suite 94,Stoughton,Massachusetts,Norfolk County,,0,42.10559132765066,-71.112276419737,15074.4,353.44,475010
3b462db9-dc10-cd37-89e2-fae45db62b10,1971-03-17,,999-57-8641,S99955116,X81626706X,Mr.,Lorenzo669,Elliott563,Steuber698,,,M,asian,hispanic,M,Gardner  Massachusetts  US,475 Jacobi Mission,Medford,Massachusetts,Middlesex County,25017.0,2145,42.377462324086785,-71.15391908336811,150130.92,31291.86,105949
5d23fb71-fc77-4c2a-f3b1-ec5ba3b96b90,1967-12-12,,999-59-4839,S99963012,X30690520X,Mr.,Dustin31,Eldridge510,Auer97,,,M,black,nonhispanic,M,Falmouth  Massachusetts  US,168 Raynor Row,Peabody,Massachusetts,Essex County,25009.0,1960,42.50725343509168,-71.06348695264454,72325.46,149334.75,62558
3804f2fb-b4e4-058d-e4b0-9324edf3e7bc,1999-02-05,,999-82-9388,S99948919,X80045298X,Mr.,Carol737,Dustin31,Kris249,,,,white,hispanic,M,Boston  Massachusetts  US,802 Koss Row,Boston,Massachusetts,Suffolk County,25025.0,2128,42.4099918672964,-70.97081496717303,62837.92,258.65,955480
170e97fe-e0f1-c494-5d83-8fa2a5203858,1919-04-10,,999-22-7011,S99917604,X34302234X,Mr.,Gregorio366,Alfredo17,Lebsack687,,,M,white,nonhispanic,M,Ashland  Massachusetts  US,694 Mohr Trail Unit 60,Chelmsford,Massachusetts,Middlesex County,,0,42.59558951213864,-71.35182779459915,214743.11,808851.46,174173
47a15049-ad89-29c5-cd42-7d1bc74685d8,1961-07-14,,999-43-2489,S99915095,X69416679X,Mrs.,Tawanda156,Kemberly945,Schmidt332,,Little434,M,white,nonhispanic,F,Holyoke  Massachusetts  US,854 Hansen Path Apt 75,Barnstable,Massachusetts,Barnstable County,25001.0,2648,41.65349423662839,-70.35541652233545,20981.06,1381914.64,15594
8d7447e7-dced-61a9-f9d4-df54de2bbd5d,1971-02-22,,999-79-5230,S99989204,X4187840X,Mrs.,Teresa94,Deandrea896,Simonis280,,White193,M,white,nonhispanic,F,Lowell  Massachusetts  US,918 Hoppe Path Unit 50,Sharon,Massachusetts,Norfolk County,25021.0,2067,42.12554322705075,-71.21643957616189,334559.45,59177.15,88837
ac9131cf-6bfe-7830-f19f-d874541e4f76,1968-09-17,2019-09-20,999-23-9359,S99988431,X63141493X,Mrs.,Doreatha634,Shari363,Kling921,,Wunsch504,M,white,nonhispanic,F,Arlington  Massachusetts  US,362 Treutel Frontage road,Randolph,Massachusetts,Norfolk County,25021.0,2368,42.16995287634355,-71.0170576403988,13103.56,652197.81,14888
a4594d2f-10e2-b2a0-bca5-03a34908045f,1919-04-10,2009-12-13,999-56-1716,S99944222,X36876117X,Mr.,Kenneth671,Brady998,Cartwright189,,,M,white,nonhispanic,M,Dedham  Massachusetts  US,817 Balistreri Vale,Chelmsford,Massachusetts,Middlesex County,,0,42.58147872709208,-71.39950420734222,147723.06,252067.73,174173
1e95ec1d-ac4e-9ae1-6675-29d912bb5ece,2021-09-06,,999-32-2472,,,,Earle679,Dwain139,Gutkowski940,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,929 Greenholt Grove Unit 5,Natick,Massachusetts,Middlesex County,,0,42.30251965099863,-71.3666885378263,8784.73,0.0,36937
d171a44b-58b7-cd73-bf25-c41f9ea952ee,2016-04-29,,999-12-7164,,,,Lissette621,Gilma310,Cruickshank494,,,,white,nonhispanic,F,Peabody  Massachusetts  US,194 Effertz Frontage road,Foxborough,Massachusetts,Norfolk County,25021.0,2035,42.074815541300104,-71.24486078648202,18407.42,18929.0,123919
d7fa8b99-c72f-d247-e7aa-814a9c53abd1,1994-08-30,,999-58-8047,S99931101,X84711459X,Mr.,Brent147,Marlin805,Jacobs452,,,M,white,nonhispanic,M,Boxford  Massachusetts  US,281 Deckow Landing,Somerville,Massachusetts,Middlesex County,25017.0,2140,42.38716258156047,-71.06710732175863,72294.23,14760.51,32650
