Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
dddb8584-162e-e860-dfc3-289708368d4a,1980-06-28,,999-23-3195,S99971726,X59054601X,Mrs.,Lorelei90,,Adams676,,Schmitt836,M,white,nonhispanic,F,Boston  Massachusetts  US,1060 Stoltenberg Haven,Dalton,Massachusetts,Berkshire County,,0,42.47154934870117,-73.12234381531142,11612.42,584571.8,5433
89007a78-5e2c-4185-e14d-5d8687b131ef,1985-01-30,,999-90-8269,S99928424,X76734735X,Mrs.,Alycia285,,Bosco882,,Klein929,M,black,nonhispanic,F,Granby  Massachusetts  US,137 Schuppe Heights Apt 73,Boston,Massachusetts,Suffolk County,25025.0,2210,42.31807626214179,-71.05756565045215,186788.3,704986.35,178187
71849533-4379-5b31-49c3-d63f5e8ae986,1956-03-13,,999-46-3003,S99938028,X74140738X,Mrs.,Karyn217,Hermina428,McGlynn426,,Wisoky380,D,white,hispanic,F,Shrewsbury  Massachusetts  US,755 Heaney Route Suite 18,Milford,Massachusetts,Worcester County,25027.0,1757,42.18042976302315,-71.55887622966226,310249.83,985473.02,31360
400ecc47-f1af-87e0-5e39-bc1bfee183e3,1972-02-09,,999-39-5380,S99940302,X69677139X,Mr.,Adam631,Marcelino726,Swaniawski813,,,D,white,nonhispanic,M,Fall River  Massachusetts  US,386 Bailey Village,Foxborough,Massachusetts,Norfolk County,25021.0,2035,42.09810402484438,-71.26621377777042,89383.09,35620.51,28974
7baa5510-bbb6-cc3a-8a16-e828b1417d93,1962-08-21,,999-96-1320,S99952422,X34867652X,Mr.,Dustin31,Vince741,Connelly992,,,M,white,nonhispanic,M,Sharon  Massachusetts  US,282 Bogan Passage,Dighton,Massachusetts,Bristol County,,0,41.84909129452183,-71.16721036672669,203567.08,28864.13,113226
1cfb81a8-dd20-21db-4a20-ff3753672628,1994-06-19,,999-95-6209,S99967187,X53922463X,Mrs.,Jenee387,Sanda877,Mills423,,Hodkiewicz467,M,black,nonhispanic,F,Cambridge  Massachusetts  US,986 Mayer Fort,Weymouth,Massachusetts,Norfolk County,25021.0,2189,42.21306298994983,-70.92174564573433,233834.13,243342.31,26945
5d8f60ff-1da8-8e47-91fc-176964ce77cc,1963-06-08,,999-11-8004,S99954031,X6591352X,Mr.,Clay913,Brant303,Klocko335,,,S,white,nonhispanic,M,Nantucket  Massachusetts  US,515 Balistreri Divide Unit 46,Malden,Massachusetts,Middlesex County,25017.0,2148,42.472280035185904,-71.09053650405863,192892.49,84134.36,33534
71e26375-76ba-5af6-67a7-fc0643d565a2,1985-05-29,,999-34-8480,S99927607,X62215403X,Mr.,Ray930,Shirley182,Cummings51,,,M,white,nonhispanic,M,Pembroke  Massachusetts  US,395 Green Terrace Unit 33,Weymouth,Massachusetts,Norfolk County,25021.0,2190,42.20020387324162,-70.90293457732184,88136.64,9850.51,55467
bcaabd00-3d74-804c-599b-344160a57c41,1977-07-23,,999-74-2207,S99952435,X3089908X,Mr.,Ahmed109,Zane918,Ferry570,,,S,white,nonhispanic,M,Andover  Massachusetts  US,403 Jerde Light,Somerville,Massachusetts,Middlesex County,25017.0,2138,42.34497569455431,-71.12325722395374,96399.9,31119.45,72753
e7af11a9-975a-c038-67d7-3029d3b49f7d,1922-06-05,2012-02-17,999-16-1742,S99916674,X58547094X,Ms.,Sharon747,,Abbott774,,,S,asian,nonhispanic,F,Canton  Massachusetts  US,1002 Schoen Gate,Boston,Massachusetts,Suffolk County,25025.0,2151,42.32292954636775,-71.1423425154581,309518.54,1034656.1,171181
