Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8e6670f1-5d13-a0c0-1145-c0b5cc958503,1977-05-18,,999-40-2087,S99915587,X73528270X,Mrs.,Mallie560,Ji399,Casper496,MD,Hauck852,M,asian,nonhispanic,F,Revere  Massachusetts  US,858 Runolfsson Bay,Swampscott,Massachusetts,Essex County,25009.0,1907,42.48825925267221,-70.86992303043392,588597.7,43095.36,59559
94f19491-2481-11ec-99f5-149a929b2e3f,1960-06-28,,999-10-2052,S99950120,X74503422X,Mrs.,Yee761,Claude750,Fisher429,,O'Keefe54,M,white,nonhispanic,F,Harwich  Massachusetts  US,714 Legros Stravenue Suite 34,Lowell,Massachusetts,Middlesex County,25017.0,1850,42.59776680547833,-71.36218904965197,553590.8,151175.12,52089
38e0d8da-fd4c-8fc0-e009-8a48d118a74b,2001-01-27,,999-95-6070,S99997865,X75934051X,Ms.,Gertha313,Amelia635,Kunze215,,,,white,nonhispanic,F,Scituate  Massachusetts  US,695 Prosacco Passage,Cambridge,Massachusetts,Middlesex County,25017.0,2142,42.33187289515973,-71.10341994571768,99985.13,130973.58,90454
39aa4f02-d86b-f86f-34bc-a07421cc9291,2003-03-03,,999-88-5268,S99961987,X56402224X,Ms.,Rosena550,,Mueller846,,,,white,nonhispanic,F,Carver  Massachusetts  US,826 Gutkowski Vista Suite 21,Lawrence,Massachusetts,Essex County,25009.0,1840,42.67789200804297,-71.16784927711142,12598.19,203352.97,475
3840b909-0c3a-dcea-30f3-295f808049f9,2024-09-04,,999-88-7485,,,,Iluminada398,Fannie183,Schamberger479,,,,white,hispanic,F,Holyoke  Massachusetts  US,216 Swaniawski Light,Attleboro,Massachusetts,Bristol County,44007.0,2861,41.87045036815416,-71.34928427219302,5262.21,0.0,138900
6ea4701c-52e5-ce33-3f85-fec575982cff,1998-09-27,,999-94-4661,S99935989,X78442987X,Ms.,Jacquelin132,Keith571,Corwin846,,,,asian,nonhispanic,F,New Bedford  Massachusetts  US,872 Blick Run,Natick,Massachusetts,Middlesex County,,0,42.264921718282714,-71.34992623330966,110638.97,214834.26,33573
f18328b3-f6ed-af34-4595-e3120bbdc132,1957-02-21,2024-05-23,999-89-7813,S99944791,X14394259X,Mr.,Corey514,Pedro316,Bergstrom287,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,529 Harber Walk Unit 24,Stoughton,Massachusetts,Norfolk County,,0,42.13334025702561,-71.09842562793479,176513.43,1683302.06,95821
96b3f533-acba-d63e-1cb5-d5986c222dcd,1977-10-04,,999-64-2958,S99988831,X79580639X,Mr.,Milton509,,Auer97,,,D,white,nonhispanic,M,Pittsfield  Massachusetts  US,979 Hartmann Grove Suite 11,Melrose,Massachusetts,Middlesex County,25017.0,2176,42.4807932221924,-71.0469620426234,94154.31,10059.5,169099
c1bd1068-e1d5-9a19-80ac-28aa4f93f261,1923-07-19,,999-30-2218,S99989317,X45000338X,Mr.,Homero668,Gabriel934,Reséndez908,,,D,white,hispanic,M,Port-au-Prince  Haiti  HT,741 Stokes Ranch Apt 75,Worcester,Massachusetts,Worcester County,25027.0,1607,42.24570515134631,-71.79339974244249,233926.32,665464.68,36363
bf1afc15-be32-5d48-a12e-e93cf3dc14aa,2010-03-10,,999-10-6140,S99946412,,,Ping698,Elna874,Rath779,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,291 Weber Port Suite 47,Norwell,Massachusetts,Plymouth County,,0,42.19800093962762,-70.8192965378264,75394.42,438257.82,733440
