Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
5c5f88e5-e4af-c8da-3e09-97e9fe7f86bb,2012-11-30,,999-84-1326,,,,Alexander630,,Cronin387,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,1049 Kessler Gateway Apt 99,Everett,Massachusetts,Middlesex County,25017.0,2148,42.385578469818995,-71.01763459087162,1782.89,105218.1,8300
2b7b3325-8ce8-8439-8e6c-acd2e64aaefd,1955-11-02,2019-02-21,999-66-5428,S99944017,X63638176X,Mr.,Emmett200,,Pollich983,,,M,white,hispanic,M,Waltham  Massachusetts  US,715 King View Unit 84,Newton,Massachusetts,Middlesex County,25017.0,2464,42.33118353737103,-71.23408526339944,210746.5,241540.16,187401
48230f55-a5b3-5334-a2a0-38f4474c0e04,2010-07-27,,999-75-9570,,,,Rex53,Cecil300,Willms744,,,,white,nonhispanic,M,Sutton  Massachusetts  US,660 Daniel Alley Unit 7,Sterling,Massachusetts,Worcester County,,0,42.48480542732125,-71.73487298773735,37525.42,3137.52,140663
7099929d-6eae-1b5e-9dca-ecad6f5e3f96,2016-07-15,,999-99-1418,,,,Alane21,Majorie11,Jakubowski832,,,,white,nonhispanic,F,Milford  Massachusetts  US,1049 Koch Gate,Townsend,Massachusetts,Middlesex County,25017.0,1469,42.68955641702952,-71.75787761293236,23333.7,411.01,98746
03d0ab6e-57c6-eba1-20f9-a5338c5e9ac5,2024-08-06,,999-77-9901,,,,Bethany501,Ashlyn643,Kiehn525,,,,white,nonhispanic,F,Revere  Massachusetts  US,231 Nienow Camp Unit 15,Quincy,Massachusetts,Norfolk County,25021.0,2170,42.22464924572116,-71.00267606772394,3640.29,2897.18,136986
b8b2b2e1-fa20-b489-b2ff-24c5f6249a37,1994-07-31,,999-89-4692,S99927306,X78443045X,Mr.,Winford225,Russel238,Barton704,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,671 Harber Wall,Springfield,Massachusetts,Hampden County,25013.0,1107,42.062664298094184,-72.63979981114794,52176.38,11679.47,65435
c1935443-8278-6167-9c9c-47e4239faa38,1923-11-29,,999-25-2224,S99926901,X72928082X,Mrs.,Christi444,,Romaguera67,,Turcotte120,M,white,nonhispanic,F,Westborough  Massachusetts  US,322 Monahan Stravenue,Worcester,Massachusetts,Worcester County,25027.0,1603,42.39202299859177,-71.81520039753953,27068.97,1872505.53,7079
d8f88991-af8f-c98c-d568-62a16ca185fd,2015-09-28,,999-59-9993,,,,Estella474,,Kuphal363,,,,white,hispanic,F,West Springfield  Massachusetts  US,681 Goyette Spur,Milford,Massachusetts,Worcester County,25027.0,1757,42.16793844032483,-71.56767442040834,1693.13,36009.88,7757
254f75d8-b1b2-0d1b-81b3-b06370dc4c2d,2008-03-26,,999-66-8792,S99954532,,Mr.,Clair921,Joesph309,Harber290,,,,black,nonhispanic,M,Boston  Massachusetts  US,668 Roberts Route Unit 23,Waltham,Massachusetts,Middlesex County,25017.0,2472,42.336343840086606,-71.26716339990217,37913.96,0.0,71776
231409cb-466d-1ea4-0ac2-edfc979ab8de,2001-07-08,,999-88-5793,S99988108,X47218800X,Mr.,Ty725,Herb645,Upton904,,,,white,nonhispanic,M,Waltham  Massachusetts  US,914 Feil Alley Unit 95,Boston,Massachusetts,Suffolk County,25025.0,2121,42.271776145543434,-71.04919971451918,72654.85,17357.63,31491
cec7feb8-9ba7-1e33-6ee1-aed3ad926bc9,2004-11-07,,999-61-3295,S99994696,X48857076X,Mr.,Fritz267,Malcolm243,Buckridge80,,,,white,nonhispanic,M,Fairhaven  Massachusetts  US,656 Walter Rest Suite 8,Sutton,Massachusetts,Worcester County,,0,42.14546076141574,-71.7777172238869,46470.09,15052.27,49933
12e218c2-3a4c-8c2c-3ecd-961b2fc61923,1979-10-08,1997-05-12,999-53-3249,S99997561,,,Jerold208,Levi940,Hahn503,,,,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,161 Mayer Parade,West Concord,Massachusetts,Middlesex County,,0,42.4404126325594,-71.44165145131117,48863.6,42433.93,943924
d9fef2e0-3d40-24e1-7aa5-f466ed75aaa5,1950-03-24,,999-16-1261,S99998404,X82421061X,Mrs.,Ai120,Lorita217,Fisher429,,Jacobs452,D,white,nonhispanic,F,Medford  Massachusetts  US,181 Deckow Fort,Dracut,Massachusetts,Middlesex County,,0,42.660819221872394,-71.2746422523079,25665.27,2046441.72,13992
e8a97075-47bf-5f8c-dcce-e03af006cb28,2012-07-10,,999-19-9085,,,,Stephan15,Darrell400,O'Keefe54,,,,white,nonhispanic,M,Salisbury  Massachusetts  US,603 Kihn Rapid,Methuen,Massachusetts,Essex County,25009.0,1844,42.69339766990618,-71.17468585083951,2450.0,42145.32,13751
ab2391a4-c9ce-7273-829c-898c67b00669,2010-09-13,,999-95-1826,,,,Annabelle638,Renate369,Conroy74,,,,white,nonhispanic,F,Quincy  Massachusetts  US,250 MacGyver Common Apt 10,Boston,Massachusetts,Suffolk County,25025.0,2152,42.359352643850045,-71.06890042345174,20634.59,14184.66,73692
3b3a1c0b-c99e-2ce9-66b0-d19130687846,1923-07-19,1977-12-25,999-25-8455,S99999580,X70338446X,Mr.,Cristobal567,,Banda20,,,D,white,hispanic,M,Carolina  Puerto Rico  PR,858 VonRueden Knoll Suite 47,Worcester,Massachusetts,Worcester County,25027.0,1545,42.28214959255286,-71.7957276249516,147833.49,13891.17,36363
210fd3da-1063-d1db-4ca1-346676e67060,1944-05-08,2025-08-04,999-52-6535,S99921035,X88452396X,Mrs.,Lonna614,Shavonne800,Lockman863,,Spinka232,M,white,nonhispanic,F,Lincoln  Massachusetts  US,935 Reilly Grove Suite 75,Longmeadow,Massachusetts,Hampden County,25013.0,1106,42.09542301333412,-72.5197161412002,326355.22,616673.01,131012
cbb10a7a-41b2-fd2c-fa4b-85fcefe1af42,1947-11-29,,999-97-7921,S99922926,X22924954X,Mrs.,Madalyn472,,Barrows492,,Considine820,M,black,nonhispanic,F,Amherst  Massachusetts  US,411 Ortiz Skyway,Charlton,Massachusetts,Worcester County,,0,42.17775567381454,-71.96164225340738,205284.76,1222127.92,189307
