Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d2f64831-b600-165d-e887-9fe311b72ce3,1956-09-24,,999-48-7108,S99926364,X68042108X,Mrs.,Stephine916,Meghann680,Huel628,,Streich926,W,white,nonhispanic,F,Brookline  Massachusetts  US,1029 Willms Corner Suite 23,Cambridge,Massachusetts,Middlesex County,25017.0,2141,42.37634464132813,-71.08135545643255,224110.16,396447.85,769404
0337f565-56a9-540d-52b1-910c5bc64527,1957-09-26,,999-99-2233,S99933300,X33462232X,Mrs.,Lawanda300,Nilsa143,Bernhard322,,Kemmer137,M,white,nonhispanic,F,Fairhaven  Massachusetts  US,1013 MacGyver Way Apt 79,Fall River,Massachusetts,Bristol County,25005.0,2720,41.68837227366807,-71.16965805730304,22832.22,1129245.16,10762
54d872f7-fd83-3109-aaad-e58bce782f2c,2013-01-11,,999-91-1267,,,,Gabriel934,Hilton264,Shanahan202,,,,white,nonhispanic,M,Middleborough  Massachusetts  US,593 Wolff Bay,Wilmington,Massachusetts,Middlesex County,25017.0,1887,42.57337258095374,-71.11853618347479,57765.52,0.0,106957
44fa08f5-0583-9d61-0e5a-eec0c7d1a8d3,1965-01-23,2019-05-17,999-63-6764,S99954962,X66845909X,Mr.,Santos184,Dwain139,Hagenes547,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,321 Block Terrace Suite 14,Westfield,Massachusetts,Hampden County,25013.0,1086,42.13351366513129,-72.77493024225524,174356.11,84353.03,90201
ab57d851-ca84-bf12-d16a-fd17c847965b,1924-10-30,2008-02-03,999-27-9709,S99931775,X14357006X,Mr.,Fernando603,Ignacio928,Romo23,,,M,white,hispanic,M,San Jose  San Jose  CR,138 Ernser Estate,Haverhill,Massachusetts,Essex County,25009.0,1832,42.80339127714707,-71.04396109056201,260053.91,214888.46,28534
b4afa362-f027-862a-2a56-aef845655491,2004-11-06,,999-72-2346,S99918913,X54736993X,Ms.,Tereasa291,Denice974,Bogisich202,,,,white,nonhispanic,F,Natick  Massachusetts  US,856 Schaden Drive Unit 36,Taunton,Massachusetts,Bristol County,25005.0,2780,41.935152933029485,-71.0040515125801,8301.16,670627.26,18389
5e9aa7b4-d6eb-0989-dc4a-8afeb55ee030,2003-09-16,,999-49-5342,S99962749,X36084772X,Ms.,Cleta89,Ceola914,Bartell116,,,,white,nonhispanic,F,Holliston  Massachusetts  US,1062 Mitchell Skyway Apt 77,Milford,Massachusetts,Worcester County,25027.0,1757,42.19677229856559,-71.51379596253473,84990.6,27913.28,55178
b34cc231-b6fc-740d-9e12-c8a88b89f0fc,1978-01-05,,999-81-3117,S99939470,X55179039X,Mrs.,Elma843,Minta575,Mueller846,,Gislason620,M,white,nonhispanic,F,Scituate  Massachusetts  US,923 O'Kon Path,Boston,Massachusetts,Suffolk County,25025.0,2132,42.3609154402816,-70.98440297070312,144836.32,694586.91,588381
92e5ea6f-db45-ef8f-32a8-3c27268f90b5,1961-10-15,,999-41-4303,S99970555,X70113120X,Mrs.,Merlyn225,Spring819,Wiza601,,Mann644,M,white,nonhispanic,F,Springfield  Massachusetts  US,350 Stark Trace Unit 59,Pinehurst,Massachusetts,Middlesex County,25017.0,1866,42.56594254464532,-71.21654771053252,17552.18,1130555.72,23041
560771d1-584b-fa03-84f3-3b7b5fb35f08,1962-12-24,,999-52-9636,S99945116,X40397162X,Ms.,Destiny774,Edith654,Witting912,,,S,white,nonhispanic,F,Medford  Massachusetts  US,1083 Okuneva Run Apt 55,Conway,Massachusetts,Franklin County,,0,42.533725970851634,-72.67231437610958,305931.29,675890.91,133688
3d6a623b-6f38-97e8-57d9-8ae01ca61ce0,1992-07-24,,999-51-4814,S99986007,X14445680X,Mrs.,Sol312,,Bednar518,,Swaniawski813,M,black,nonhispanic,F,Arlington  Massachusetts  US,1032 Swift Center Apt 90,Chelsea,Massachusetts,Suffolk County,25025.0,2151,42.43426942847883,-70.97984780844786,88208.9,338391.92,71308
b39db776-4d29-45c1-0c6a-59c7f1d8d552,1980-07-30,,999-18-3093,S99921534,X83560057X,Mr.,Renato359,Clifton91,Pfannerstill264,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,480 Boyle Track,Newton,Massachusetts,Middlesex County,25017.0,2460,42.34333320828093,-71.19474716491221,88415.65,2759.01,105481
98907947-a89b-3ee4-a086-ddae80daecba,2022-12-30,,999-87-9119,,,,Gilbert263,Russ979,Fay398,,,,white,nonhispanic,M,Acushnet  Massachusetts  US,878 Wisoky Port,Waltham,Massachusetts,Middlesex County,25017.0,2452,42.36051539911873,-71.25959147279897,7763.6,8098.42,29878
ae58a23f-818e-78e8-5371-79e355c7b1a7,1971-09-23,,999-51-6390,S99946625,X16456694X,Ms.,Ellamae709,Ghislaine112,Legros616,,,S,white,nonhispanic,F,Chicopee  Massachusetts  US,314 Thompson Quay Suite 59,Dover,Massachusetts,Norfolk County,25021.0,2030,42.24939894119986,-71.3369833267977,210151.29,848968.83,432852
9d2b54ee-0f85-15c2-a284-1e6142384b70,1986-12-02,,999-82-4301,S99965762,X86528400X,Mr.,Titus37,Mariano761,Schuppe920,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,494 Swaniawski Promenade Suite 5,Framingham,Massachusetts,Middlesex County,25017.0,1702,42.31900243409548,-71.41729455151274,135245.86,0.0,45178
d5571958-fc74-c4d3-f29a-26e3ee67eecb,1988-07-23,,999-91-1979,S99956444,X72439873X,Mr.,Lucas404,,Cassin499,,,D,asian,nonhispanic,M,Wilmington  Massachusetts  US,338 Jakubowski Way Suite 72,Boston,Massachusetts,Suffolk County,25025.0,2113,42.28389720103872,-71.09959006577753,50237.84,49445.48,75
71a5eec3-70f8-1809-7c60-b28c6b757078,2009-05-09,,999-22-4353,S99930065,,,Tonja658,Man114,Carroll471,,,,white,nonhispanic,F,Chelmsford  Massachusetts  US,256 Boyer Light Suite 40,Brockton,Massachusetts,Plymouth County,25023.0,2351,42.103863034989146,-70.97960769797129,49250.51,9002.99,47505
061ece58-3d11-a0ec-6199-404a74759ade,1956-12-04,,999-24-6677,S99973597,X6613056X,Mr.,Barry322,Laurence43,Leuschke194,,,M,white,nonhispanic,M,Paxton  Massachusetts  US,1034 Terry Track,Leominster,Massachusetts,Worcester County,25027.0,1420,42.51005599434761,-71.75345759084847,143867.17,235266.36,147966
27d8956b-3fad-0c92-3e6c-5bde52456637,1960-11-03,,999-25-8051,S99954156,X7723831X,Mr.,Cruz300,,Tromp100,,,D,white,nonhispanic,M,New Bedford  Massachusetts  US,994 Gislason Station Unit 71,Taunton,Massachusetts,Bristol County,25005.0,2718,41.929462356002205,-71.12932208323355,523641.1,1020795.19,49321
8f77a22d-97af-19ca-23ef-f148999d4426,1994-06-02,,999-18-4015,S99978632,X89348644X,Mrs.,Beverlee316,Breanne585,Gerhold939,,Langosh790,M,white,nonhispanic,F,Worcester  Massachusetts  US,926 VonRueden Club,Somerville,Massachusetts,Middlesex County,25017.0,2145,42.445626582610146,-71.1371271195948,110623.22,717157.91,53995
5353042f-de50-fc7c-0469-62c79ba7eec9,1999-03-22,,999-50-2064,S99910803,X61922883X,Ms.,Mario764,,Gutmann970,,,,white,nonhispanic,F,Boston  Massachusetts  US,642 Klocko Plaza Apt 38,Brockton,Massachusetts,Plymouth County,25023.0,2301,42.12374797468122,-70.96998120988866,106724.08,429870.08,37149
6011ef33-4b26-4fc2-c2f6-ef408f0e45d3,1926-02-10,2016-05-29,999-44-9342,S99916890,X29929719X,Mrs.,Larae985,Randee35,Jerde200,,Murphy561,M,white,nonhispanic,F,Brookline  Massachusetts  US,1059 Bashirian Path,Worcester,Massachusetts,Worcester County,25027.0,1603,42.27231453150069,-71.76651458997473,734223.34,1160590.09,81905
50aa5e26-f168-c064-f30a-06b4cbdd4b0d,1986-08-02,,999-88-1239,S99924557,X43457889X,Mr.,Mauricio81,Isidro558,Rogahn59,,,S,hawaiian,nonhispanic,M,Saugus  Massachusetts  US,679 Armstrong Row Suite 90,Cambridge,Massachusetts,Middlesex County,25017.0,2138,42.33652891765679,-71.10354543308966,74593.88,678.5,142885
f9145037-e35e-af57-84e7-ed76c8eae931,1997-04-26,,999-87-7185,S99992361,X36607523X,Mr.,Dallas143,Markus389,Cole117,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,104 Swift Heights,Uxbridge,Massachusetts,Worcester County,,0,42.05689199755045,-71.64084346596447,99027.35,20467.48,108109
